asdf_id,worldpop_pop_count_1km_mosaic.2020.count,worldpop_pop_count_1km_mosaic.2020.sum,worldpop_pop_count_1km_mosaic.2019.count,worldpop_pop_count_1km_mosaic.2019.sum,worldpop_pop_count_1km_mosaic.2018.count,worldpop_pop_count_1km_mosaic.2018.sum,worldpop_pop_count_1km_mosaic.2017.count,worldpop_pop_count_1km_mosaic.2017.sum,worldpop_pop_count_1km_mosaic.2016.count,worldpop_pop_count_1km_mosaic.2016.sum,worldpop_pop_count_1km_mosaic.2015.count,worldpop_pop_count_1km_mosaic.2015.sum,worldpop_pop_count_1km_mosaic.2014.count,worldpop_pop_count_1km_mosaic.2014.sum,worldpop_pop_count_1km_mosaic.2013.count,worldpop_pop_count_1km_mosaic.2013.sum,worldpop_pop_count_1km_mosaic.2010.count,worldpop_pop_count_1km_mosaic.2010.sum,worldpop_pop_count_1km_mosaic.2011.count,worldpop_pop_count_1km_mosaic.2011.sum,worldpop_pop_count_1km_mosaic.2012.count,worldpop_pop_count_1km_mosaic.2012.sum,viirs_ntl_annual_v20_cf_cvg.2020.count,viirs_ntl_annual_v20_cf_cvg.2020.sum,viirs_ntl_annual_v20_cf_cvg.2019.count,viirs_ntl_annual_v20_cf_cvg.2019.sum,viirs_ntl_annual_v20_cf_cvg.2018.count,viirs_ntl_annual_v20_cf_cvg.2018.sum,viirs_ntl_annual_v20_cf_cvg.2017.count,viirs_ntl_annual_v20_cf_cvg.2017.sum,viirs_ntl_annual_v20_cf_cvg.2016.count,viirs_ntl_annual_v20_cf_cvg.2016.sum,viirs_ntl_annual_v20_cf_cvg.2015.count,viirs_ntl_annual_v20_cf_cvg.2015.sum,viirs_ntl_annual_v20_cf_cvg.2012.count,viirs_ntl_annual_v20_cf_cvg.2012.sum,viirs_ntl_annual_v20_cf_cvg.2013.count,viirs_ntl_annual_v20_cf_cvg.2013.sum,viirs_ntl_annual_v20_cf_cvg.2014.count,viirs_ntl_annual_v20_cf_cvg.2014.sum,viirs_ntl_annual_v20_avg_masked.2020.mean,viirs_ntl_annual_v20_avg_masked.2019.mean,viirs_ntl_annual_v20_avg_masked.2017.mean,viirs_ntl_annual_v20_avg_masked.2018.mean,viirs_ntl_annual_v20_avg_masked.2016.mean,viirs_ntl_annual_v20_avg_masked.2015.mean,viirs_ntl_annual_v20_avg_masked.2013.mean,viirs_ntl_annual_v20_avg_masked.2014.mean,viirs_ntl_annual_v20_avg_masked.2012.mean,udel_precip_v501_mean.2017.mean,udel_precip_v501_mean.2016.mean,udel_precip_v501_mean.2015.mean,udel_precip_v501_mean.2014.mean,udel_precip_v501_mean.2013.mean,udel_precip_v501_mean.2011.mean,udel_precip_v501_mean.2012.mean,udel_precip_v501_mean.2010.mean,udel_air_temp_v501_mean.2017.mean,udel_air_temp_v501_mean.2016.mean,udel_air_temp_v501_mean.2015.mean,udel_air_temp_v501_mean.2014.mean,udel_air_temp_v501_mean.2012.mean,udel_air_temp_v501_mean.2013.mean,udel_air_temp_v501_mean.2011.mean,udel_air_temp_v501_mean.2010.mean,oco2_v10r_xco2_yearly.2020.mean,oco2_v10r_xco2_yearly.2019.mean,oco2_v10r_xco2_yearly.2018.mean,oco2_v10r_xco2_yearly.2017.mean,oco2_v10r_xco2_yearly.2016.mean,oco2_v10r_xco2_yearly.2015.mean,ambient_air_pollution_2013_o3.2012.mean,ambient_air_pollution_2013_o3.2011.mean,ambient_air_pollution_2013_o3.2013.mean,ambient_air_pollution_2013_o3.2010.mean,ambient_air_pollution_2013_fus_calibrated.2013.mean,ambient_air_pollution_2013_fus_calibrated.2012.mean,ambient_air_pollution_2013_fus_calibrated.2011.mean,ambient_air_pollution_2013_fus_calibrated.2010.mean,gpw_v4_rev11_count.2020.sum,gpw_v4_rev11_count.2020.count,gpw_v4_rev11_count.2015.sum,gpw_v4_rev11_count.2015.count,gpw_v4_rev11_count.2010.sum,gpw_v4_rev11_count.2010.count,gpw_v4_rev11_count.2005.sum,gpw_v4_rev11_count.2005.count,gpw_v4_rev11_count.2000.sum,gpw_v4_rev11_count.2000.count,Level,gqid,shapeGroup,shapeID,shapeISO,shapeName,shapeType
10,5567.49023438,6052444.0,5567.49023438,5890197.5,5567.49023438,5735657.0,5567.49023438,5585825.0,5567.49023438,5435508.5,5567.49023438,5290509.0,5567.49023438,5153128.5,5567.49023438,5016327.0,5567.49023438,4619495.5,5567.49023438,4742230.0,5567.49023438,4881214.0,22220.3300781,22167.9589844,22220.3300781,22167.9589844,22220.3300781,22167.9589844,22220.3300781,22167.9589844,22220.3300781,22167.9589844,22220.3300781,22167.9589844,22220.3300781,22167.9589844,22220.3300781,22167.9589844,22220.3300781,22167.9589844,0.310853637699,0.361854224313,0.276751835013,0.334036314955,0.152307869835,0.240620120011,0.257063275134,0.250991664889,0.186453958397,120.106621109,137.184342145,111.632376994,112.984021508,128.480012728,141.250465485,142.683982798,132.572790855,27.5906938134,27.9207276013,27.9396587551,27.6145212117,27.5375013157,27.5992334674,27.8793565649,28.1990328616,408.36099665,408.763722699,408.654882506,406.171999696,401.687337922,403.140780436,75.1231144523,75.1690351667,75.0772224783,75.2149846452,27.5903070018,25.9049207972,24.4293223824,23.1347878325,5750159.0,5568.1796875,5178760.0,5568.1796875,4625716.0,5568.1796875,4130374.5,5568.1796875,3703360.5,5568.1796875,ADM1,10,NGA,NGA-ADM1-2878026B62576036,NG-AN,Anambra,ADM1
11,24090.7304688,14756606.0,24090.7304688,14290602.0,24090.7304688,13837201.0,24090.7304688,13399319.0,24090.7304688,12977718.0,24090.7304688,12569137.0,24090.7304688,12172185.0,24090.7304688,11792431.0,24090.7304688,10699746.0,24090.7304688,11051292.0,24090.7304688,11417634.0,96773.2001343,96640.0216675,96773.2001343,96640.0216675,96773.2001343,96640.0216675,96773.2001343,96640.0216675,96773.2001343,96640.0216675,96773.2001343,96640.0216675,96773.2001343,96640.0216675,96773.2001343,96640.0216675,96773.2001343,96640.0216675,0.173172798999,0.191613101329,0.22513754642,0.207318274717,0.182573014573,0.211296930589,0.109658375153,0.16324269392,0.0922917101393,71.8944686155,69.6684314202,88.1584305291,60.9762490241,70.7332193577,68.8665511957,105.617461242,82.8369282064,26.6202798893,27.1743839017,26.8489747371,26.7918906939,26.7829198955,27.1944319768,27.1511424205,27.3798535076,412.224331376,410.722145884,407.71466872,405.601291704,401.683893093,397.850088835,56.3902856696,56.3912301193,56.3893413906,56.3921747974,42.5141474667,41.7038143221,40.9497999321,40.2478516876,14061324.0,24225.9199219,12338254.0,24225.9199219,10737156.0,24225.9199219,9340774.0,24225.9199219,8159687.0,24225.9199219,ADM1,11,NGA,NGA-ADM1-2878026B32790005,NG-KN,Kano,ADM1
12,31118.7509766,2759498.65625,31118.7509766,2682974.8125,31118.7509766,2608001.46875,31118.7509766,2532933.5625,31118.7509766,2461204.75,31118.7509766,2391185.8125,31118.7509766,2318786.8125,31118.7509766,2251186.96875,31118.7509766,2062873.4375,31118.7509766,2126902.375,31118.7509766,2187735.6875,124333.999023,124193.588867,124333.999023,124193.588867,124333.999023,124193.588867,124333.999023,124193.588867,124333.999023,124193.588867,124333.999023,124193.588867,124333.999023,124193.588867,124333.999023,124193.588867,124333.999023,124193.588867,0.0265498554405,0.024215591509,0.0296877306885,0.0328765650072,0.0251337101336,0.0354099621668,0.0275796097396,0.0277376479015,0.0190279503835,76.5108499273,97.4216379438,108.545136709,84.0137912549,88.9709098484,89.054085395,131.978029962,90.0034402187,26.8414842672,26.7280967315,26.9601168911,26.7197539885,26.5487266735,26.6065664076,27.1764905403,27.3317904084,412.702845814,410.520391656,407.873701157,405.236539231,402.976828766,399.913742845,71.9473073443,71.9722285068,71.9223953196,71.9971586396,29.9436771277,29.6062043257,29.3105294921,29.056007545,2687276.0625,31118.9584961,2399948.4375,31118.9584961,2126049.4375,31118.9584961,1883028.25,31118.9584961,1674852.6875,31118.9584961,ADM1,12,NGA,NGA-ADM1-2878026B23992215,NG-NA,Nasarawa,ADM1
13,43823.9597168,4823375.875,43823.9597168,4683767.875,43823.9597168,4542519.90625,43823.9597168,4410085.21875,43823.9597168,4281849.0,43823.9597168,4153594.5,43823.9597168,4036593.58594,43823.9597168,3915795.13281,43823.9597168,3578637.625,43823.9597168,3688685.17188,43823.9597168,3805706.26562,177937.972656,177699.670898,177937.972656,177699.670898,177937.972656,177699.670898,177937.972656,177699.670898,177937.972656,177699.670898,177937.972656,177699.670898,177937.972656,177699.670898,177937.972656,177699.670898,177937.972656,177699.670898,0.0266044599263,0.0322116864282,0.0293492458059,0.0308392858203,0.0171724726164,0.0198012399566,0.0161221747275,0.015498479899,0.0162906880178,82.8492920669,75.0206198528,73.7932336582,63.83186439,76.6169453676,69.7128423836,81.2750724859,78.1165352702,28.5894450881,28.8495759894,28.5902981464,28.6375226431,28.4302191111,28.630237878,28.4555473265,28.3576992894,412.459828693,410.014410596,408.585729736,406.584146224,402.072402858,399.592681059,56.6077411851,56.6130269161,56.6024568426,56.6183140442,31.6185596305,31.0400461749,30.4929629154,29.975543772,4616632.28125,44544.2229004,4085552.98438,44544.2229004,3585754.21875,44544.2229004,3145923.78125,44544.2229004,2771367.0625,44544.2229004,ADM1,13,NGA,NGA-ADM1-2878026B39454595,NG-KE,Kebbi,ADM1
14,53634.0571289,9431480.125,53634.0571289,9150736.09375,53634.0571289,8894006.28125,53634.0571289,8636042.90625,53634.0571289,8382595.71875,53634.0571289,8135290.4375,53634.0571289,7911059.03125,53634.0571289,7684527.6875,53634.0571289,7030542.25,53634.0571289,7238172.9375,53634.0571289,7459782.4375,214478.190918,214284.410156,214478.190918,214284.410156,214478.190918,214284.410156,214478.190918,214284.410156,214478.190918,214284.410156,214478.190918,214284.410156,214478.190918,214284.410156,214478.190918,214284.410156,214478.190918,214284.410156,0.0757355280597,0.0597115662896,0.0902332203578,0.0734322664167,0.078851423587,0.0730269641976,0.125070156098,0.0959973468921,0.0735148463828,88.6050674371,100.243811722,117.131796342,90.7346378776,88.8045353174,90.204532095,136.601078243,90.4133747068,25.6953271078,25.8124417132,25.7992452764,25.6964483651,25.5624624099,25.7696913134,26.2554667721,26.357588232,412.959938582,410.501451243,408.356771132,405.088971439,402.536101506,400.048760378,61.4724329362,61.4832188866,61.4616494731,61.4940074731,33.6402330952,33.6471151796,33.6687506858,33.7052262009,8983905.875,53668.2304688,7986784.84375,53668.2304688,7041840.34375,53668.2304688,6206656.4375,53668.2304688,5493200.45312,53668.2304688,ADM1,14,NGA,NGA-ADM1-2878026B36478466,NG-KD,Kaduna,ADM1
15,29059.6501465,8840474.3125,29059.6501465,8577700.96875,29059.6501465,8327411.46875,29059.6501465,8091682.0625,29059.6501465,7860025.45312,29059.6501465,7629832.67188,29059.6501465,7407760.90625,29059.6501465,7196623.32812,29059.6501465,6610325.1875,29059.6501465,6806048.03125,29059.6501465,6988567.57812,116188.556396,116044.496582,116188.556396,116044.496582,116188.556396,116044.496582,116188.556396,116044.496582,116188.556396,116044.496582,116188.556396,116044.496582,116188.556396,116044.496582,116188.556396,116044.496582,116188.556396,116044.496582,0.0542043264783,0.059848065796,0.0666341644285,0.0656628169146,0.0421753428447,0.0456711223623,0.0381645860354,0.0407609980116,0.036993502266,66.8789882258,64.484924014,71.0732450337,56.9586803523,65.6914938446,61.5407935925,84.0715239726,70.3868476607,27.1927646006,27.761703304,27.2269150086,27.3211786691,27.1721354981,27.4267023451,27.5623837127,27.6921546041,410.75774067,410.96408853,408.561349503,405.290615599,403.861351267,398.602536412,55.7285648628,55.7274049338,55.7297252249,55.7262456097,38.8602831895,38.5560294692,38.2849178223,38.0445758644,8388161.96875,29082.9685059,7462913.53125,29082.9685059,6585944.01562,29082.9685059,5810947.125,29082.9685059,5148707.71875,29082.9685059,ADM1,15,NGA,NGA-ADM1-2878026B39418602,NG-KT,Katsina,ADM1
16,30900.0196533,4688887.58984,30900.0196533,4553972.63672,30900.0196533,4428068.75586,30900.0196533,4304962.22656,30900.0196533,4184633.11719,30900.0196533,4065129.85156,30900.0196533,3954325.07422,30900.0196533,3843628.09375,30900.0196533,3527650.71875,30900.0196533,3630285.36719,30900.0196533,3735723.04883,123471.141479,123341.411255,123471.141479,123341.411255,123471.141479,123341.411255,123471.141479,123341.411255,123471.141479,123341.411255,123471.141479,123341.411255,123471.141479,123341.411255,123471.141479,123341.411255,123471.141479,123341.411255,0.0329643021782,0.0296696700711,0.0484380481693,0.035807308683,0.035175540275,0.0478010045126,0.047746553453,0.0376221940325,0.0386566235699,87.1239138588,97.3114769814,101.14513603,85.2090016157,84.2892179533,88.0435033026,130.748619617,96.7938615122,26.0939508603,26.0836329845,26.1795006216,25.9021584596,25.7212853334,26.0954827531,26.2142955367,26.4888712583,411.236885103,409.764714199,407.459631623,406.844149972,401.909033434,398.322425064,65.000543844,65.0110255533,64.9900644124,65.0215093292,30.614133248,30.3415468999,30.086496473,29.8481868776,4414971.40625,30900.2694092,3945455.11719,30900.2694092,3496817.625,30900.2694092,3098171.23438,30900.2694092,2756343.65234,30900.2694092,ADM1,16,NGA,NGA-ADM1-2878026B72059276,NG-PL,Plateau,ADM1
17,23091.9199219,4914556.0,23091.9199219,4781678.0,23091.9199219,4657218.5,23091.9199219,4532948.0,23091.9199219,4414954.5,23091.9199219,4297776.0,23091.9199219,4186539.5,23091.9199219,4055576.75,23091.9199219,3720651.25,23091.9199219,3820114.25,23091.9199219,3953843.5,92249.3896484,92129.1904297,92249.3896484,92129.1904297,92249.3896484,92129.1904297,92249.3896484,92129.1904297,92249.3896484,92129.1904297,92249.3896484,92129.1904297,92249.3896484,92129.1904297,92249.3896484,92129.1904297,92249.3896484,92129.1904297,0.520448634181,0.822795806631,0.639971856993,0.908572163993,0.422687036572,1.17844484157,1.13162456481,1.0584798718,0.525547506229,124.198336933,125.999206282,133.550931683,141.72588737,120.07556171,129.492933352,147.511803285,135.935513127,26.7151820667,26.992387788,26.9466138418,26.6396904938,26.5075846471,26.629021147,26.8769092318,27.2464551535,411.796539327,409.568190746,408.001704545,405.447392166,401.805642035,400.977040388,74.7985624107,74.8395077262,74.7576393924,74.8804760962,18.7089767903,18.6701706474,18.6946788545,18.7812659496,4748344.5,23092.4003906,4277302.0,23092.4003906,3821303.5,23092.4003906,3412848.75,23092.4003906,3060729.75,23092.4003906,ADM1,17,NGA,NGA-ADM1-2878026B66017415,NG-ED,Edo,ADM1
18,32720.4894905,8721759.44727,32720.4894905,8447858.15039,32720.4894905,8182526.6875,32720.4894905,7924375.96484,32720.4894905,7674034.34961,32720.4894905,7432142.25781,32720.4894905,7196961.75928,32720.4894905,6969428.41406,32720.4894905,6329076.14258,32720.4894905,6535931.7959,32720.4894905,6752097.13623,130794.812538,130669.649815,130794.812538,130669.649815,130794.812538,130669.649815,130794.812538,130669.649815,130794.812538,130669.649815,130794.812538,130669.649815,130794.812538,130669.649815,130794.812538,130669.649815,130794.812538,130669.649815,0.0937191344355,0.0802842407743,0.0699124917958,0.0756794283,0.0479653629981,0.0727389913226,0.0676738480911,0.0733854237962,0.0621234524951,96.5753712091,86.4039290315,80.9701467598,108.656117213,78.6884307826,89.9849615315,93.9030055469,93.1741512135,27.318400321,27.466097253,27.2281296283,27.006241407,26.869808875,27.0468045588,27.0714218712,27.5640755822,412.895032283,409.386595547,407.010778998,406.04026962,403.31450962,400.24601124,77.8384996868,77.8780855163,77.7989344825,77.9176918158,28.3540366198,27.5845709603,26.8906246818,26.2650546727,8339076.24707,32730.4206429,7318852.40039,32730.4206429,6370515.125,32730.4206429,5543217.50439,32730.4206429,4843329.75439,32730.4206429,ADM1,18,NGA,NGA-ADM1-2878026B17111478,NG-OY,Oyo,ADM1
19,28138.7783203,6284074.97266,28138.7783203,6111389.73047,28138.7783203,5945305.80469,28138.7783203,5780344.47266,28138.7783203,5622918.93164,28138.7783203,5465470.15625,28138.7783203,5311089.75977,28138.7783203,5152990.84961,28138.7783203,4743309.96387,28138.7783203,4874316.16797,28138.7783203,5010645.03711,112368.411102,112180.990707,112368.411102,112180.990707,112368.411102,112180.990707,112368.411102,112180.990707,112368.411102,112180.990707,112368.411102,112180.990707,112368.411102,112180.990707,112368.411102,112180.990707,112368.411102,112180.990707,0.0450567897957,0.0504497583058,0.0598317486681,0.0510354575742,0.0501887194348,0.0639994084281,0.0320095783531,0.0589933211534,0.0255961257942,57.9660007856,56.8860027209,61.6214645986,47.1938454564,57.6276994625,59.2423002967,81.7563485315,64.723324881,27.4807776697,28.0065714868,27.5450871964,27.623798255,27.5764487275,27.9183055438,27.7196572668,28.1497214561,411.970974291,410.29958837,407.090280798,405.166910026,402.883023802,398.212959533,57.3506767336,57.3482594504,57.3530943476,57.3458425983,49.8216787878,48.2255858483,46.7357435688,45.343577334,5976960.19531,28139.2496338,5351527.63281,28139.2496338,4752229.86719,28139.2496338,4218793.0332,28139.2496338,3760843.6875,28139.2496338,ADM1,19,NGA,NGA-ADM1-2878026B88721364,NG-JI,Jigawa,ADM1
20,24732.8903809,3961408.9375,24732.8903809,3858379.625,24732.8903809,3748115.75,24732.8903809,3642526.5625,24732.8903809,3544486.875,24732.8903809,3453560.1875,24732.8903809,3347785.6875,24732.8903809,3239580.1875,24732.8903809,3043870.9375,24732.8903809,3112703.0,24732.8903809,3193998.75,98984.2597656,98866.7001953,98984.2597656,98866.7001953,98984.2597656,98866.7001953,98984.2597656,98866.7001953,98984.2597656,98866.7001953,98984.2597656,98866.7001953,98984.2597656,98866.7001953,98984.2597656,98866.7001953,98984.2597656,98866.7001953,0.0197054482683,0.0283996544473,0.0225744845427,0.0212417888208,0.0278994039388,0.0242354440331,0.0235764927207,0.0180470159614,0.0162391331525,178.022071403,205.310781451,142.466492148,142.400162103,186.491194262,196.520299742,173.836642481,173.722549453,27.3823463631,27.6192155115,27.5549338376,27.224792565,27.1914462673,27.2392699642,27.3569546512,27.6915321935,412.12983365,409.159359765,404.540377631,406.164422331,401.584400649,400.172618266,69.818205536,69.8579905914,69.7784439711,69.8977984554,21.9957699147,21.177639997,20.5038885004,19.9514516116,3842705.0625,24762.5878906,3445954.4375,24762.5878906,3064711.375,24762.5878906,2724731.0625,24762.5878906,2432468.0625,24762.5878906,ADM1,20,NGA,NGA-ADM1-2878026B85034656,NG-CR,Cross River,ADM1
21,69547.1396484,3330791.21875,69547.1396484,3237295.59375,69547.1396484,3151663.21875,69547.1396484,3064122.0,69547.1396484,2980340.96875,69547.1396484,2894369.6875,69547.1396484,2825035.75,69547.1396484,2747345.3125,69547.1396484,2534235.78125,69547.1396484,2602568.625,69547.1396484,2669893.5625,277984.461258,277778.778625,277984.461258,277778.778625,277984.461258,277778.778625,277984.461258,277778.778625,277984.461258,277778.778625,277984.461258,277778.778625,277984.461258,277778.778625,277984.461258,277778.778625,277984.461258,277778.778625,0.00741515384741,0.00788358090857,0.00710070029992,0.00692832065769,0.00322770712605,0.00450779650932,0.00313334546212,0.00313544782195,0.0019086452329,102.973800888,106.932620394,79.8506564704,88.9104177812,98.1905716563,94.84125229,115.46935676,111.034032711,27.7431234846,27.7212014196,27.7636807657,27.3421525142,27.0896681918,27.5178866193,27.2667506993,27.6695354138,411.337017617,409.889369042,408.295054896,406.728728865,404.085213535,399.745909935,69.5927494918,69.6196070005,69.565904027,69.6464772935,27.1303333546,26.7620255966,26.4410154076,26.1650708622,3170645.9375,69547.1923828,2842406.0625,69547.1923828,2527291.84375,69547.1923828,2246335.34375,69547.1923828,2004699.59375,69547.1923828,ADM1,21,NGA,NGA-ADM1-2878026B1826022,NG-TA,Taraba,ADM1
22,11378.0605469,8005277.0,11378.0605469,7753126.5,11378.0605469,7512455.5,11378.0605469,7273964.5,11378.0605469,7048549.5,11378.0605469,6825220.0,11378.0605469,6620452.0,11378.0605469,6423623.0,11378.0605469,5868593.0,11378.0605469,6057238.0,11378.0605469,6240592.0,45543.1912231,45405.2705688,45543.1912231,45405.2705688,45543.1912231,45405.2705688,45543.1912231,45405.2705688,45543.1912231,45405.2705688,45543.1912231,45405.2705688,45543.1912231,45405.2705688,45543.1912231,45405.2705688,45543.1912231,45405.2705688,2.86830948095,4.52068185446,5.23588762903,4.68317025254,4.23655346253,4.59266064123,3.95720575888,3.77314007114,2.90569498347,176.037760284,203.649083733,166.390243186,162.432428694,186.909277298,210.532524283,201.532171171,192.612133745,27.1933924374,27.6387438174,27.636456803,27.2761547012,27.1864032893,27.328590633,27.4052148535,27.7480665152,411.95898229,410.094442996,407.107051096,405.664330804,403.289921487,401.896640328,69.1293740968,69.175803272,69.0829767854,69.2222634175,14.9243990046,14.4943934518,14.0510709639,13.795645927,7661061.5,11375.5,6744744.0,11375.5,5889111.0,11375.5,5140337.5,11375.5,4505367.0,11375.5,ADM1,22,NGA,NGA-ADM1-2878026B20189392,NG-RI,Rivers,ADM1
23,6848.85009766,3716540.75,6848.85009766,3610238.75,6848.85009766,3505373.75,6848.85009766,3406370.0,6848.85009766,3307956.75,6848.85009766,3212287.25,6848.85009766,3122947.5,6848.85009766,3031898.5,6848.85009766,2773176.25,6848.85009766,2856538.75,6848.85009766,2942037.75,27346.0,27295.8378906,27346.0,27295.8378906,27346.0,27295.8378906,27346.0,27295.8378906,27346.0,27295.8378906,27346.0,27295.8378906,27346.0,27295.8378906,27346.0,27295.8378906,27346.0,27295.8378906,0.059081284767,0.0568812202996,0.0472064647368,0.0796214496346,0.0297547716057,0.0500390638851,0.066524550374,0.0627297447414,0.0542373200397,92.2597255651,92.9956250229,97.0182335535,113.558387589,80.2528889047,83.3320718418,99.502903409,86.9212594233,26.2844421695,26.3600207438,26.2863215398,26.0391133666,25.9299473824,25.992930113,26.1727023017,26.6194659646,412.285923753,411.020399067,409.140734992,405.736867355,405.553305771,401.665196013,77.6162688592,77.6562507449,77.5763074452,77.6962525903,22.0080863333,22.4005510455,22.8236602848,23.2795388853,3563278.25,6849.10009766,3171727.75,6849.10009766,2799937.0,6849.10009766,2470909.5,6849.10009766,2189578.0,6849.10009766,ADM1,23,NGA,NGA-ADM1-2878026B16918709,NG-EK,Ekiti,ADM1
24,36370.9980469,6277809.625,36370.9980469,6103953.375,36370.9980469,5920770.3125,36370.9980469,5753854.5,36370.9980469,5589849.125,36370.9980469,5431194.5625,36370.9980469,5267874.375,36370.9980469,5120120.4375,36370.9980469,4696697.5,36370.9980469,4836284.9375,36370.9980469,4979806.375,145346.890625,145208.359375,145346.890625,145208.359375,145346.890625,145208.359375,145346.890625,145208.359375,145346.890625,145208.359375,145346.890625,145208.359375,145346.890625,145208.359375,145346.890625,145208.359375,145346.890625,145208.359375,0.0233790404204,0.0268512986554,0.0302584926166,0.0225586766106,0.0256478829812,0.0299668049818,0.0205157536345,0.0138281526967,0.0191021040601,95.8952520745,121.749601557,82.7236602331,83.4755559253,109.811341697,112.795791245,114.35087434,103.936632229,27.5261959539,27.5771657453,27.6707024708,27.3671324674,27.2591232747,27.335289856,27.6326604311,27.8753071594,412.296545368,410.721983759,405.882519789,405.807472273,402.964146675,399.658589043,73.5616086015,73.5939345209,73.5292973995,73.6262747096,22.9304558777,23.5414854063,24.2180448415,24.9661165317,5980090.3125,36371.8012695,5327349.5,36371.8012695,4706742.1875,36371.8012695,4157047.375,36371.8012695,3686748.21875,36371.8012695,ADM1,24,NGA,NGA-ADM1-2878026B19296501,NG-BE,Benue,ADM1
25,19947.0,6288212.0,19947.0,6094079.5,19947.0,5912335.5,19947.0,5731108.0,19947.0,5556425.0,19947.0,5385189.0,19947.0,5223341.0,19947.0,5068859.5,19947.0,4628315.0,19947.0,4772025.5,19947.0,4913587.5,80008.6201172,79871.1279297,80008.6201172,79871.1279297,80008.6201172,79871.1279297,80008.6201172,79871.1279297,80008.6201172,79871.1279297,80008.6201172,79871.1279297,80008.6201172,79871.1279297,80008.6201172,79871.1279297,80008.6201172,79871.1279297,2.95351681647,4.28064235954,3.35022962984,4.90425976644,2.09352526081,3.18140365967,3.08964283932,2.74652795389,1.58856277838,173.780997139,179.611047645,176.969897667,181.176554657,173.665742537,190.684025877,201.362756848,194.019076179,26.9318835238,27.3369972353,27.2323034796,26.9135008662,26.7925513397,26.9351953378,27.1468493873,27.504160274,410.644742098,408.061345113,407.892440921,405.461376999,401.296224191,400.48888876,71.6317784541,71.675351419,71.5882319896,71.7189513065,15.2264769054,15.6365137093,16.1353842018,16.7361250057,5971935.0,19970.5585938,5273167.0,19970.5585938,4617805.0,19970.5585938,4042568.75,19970.5585938,3553659.25,19970.5585938,ADM1,25,NGA,NGA-ADM1-2878026B46774937,NG-DE,Delta,ADM1
26,17777.6425781,5288313.0,17777.6425781,5136775.0,17777.6425781,4989229.0,17777.6425781,4845615.0,17777.6425781,4707309.5,17777.6425781,4575265.5,17777.6425781,4439647.5,17777.6425781,4312104.5,17777.6425781,3955659.75,17777.6425781,4068129.75,17777.6425781,4187708.25,71040.4816356,70923.8399315,71040.4816356,70923.8399315,71040.4816356,70923.8399315,71040.4816356,70923.8399315,71040.4816356,70923.8399315,71040.4816356,70923.8399315,71040.4816356,70923.8399315,71040.4816356,70923.8399315,71040.4816356,70923.8399315,0.0530558669891,0.0608032665361,0.0362174907191,0.0550573312502,0.0222788558497,0.041673852786,0.0628812855751,0.0601099861973,0.0567902527974,118.764109728,116.067735443,124.908938954,137.573955007,106.29169821,116.348015745,134.35511067,125.922893793,27.0072456835,27.2449136003,27.0312429541,26.7583810771,26.5962235645,26.7431529095,26.9080468513,27.3197823745,412.728522338,410.130205571,407.570886228,405.65072491,403.094276864,401.312769436,76.0350927862,76.075795465,75.9944112392,76.1165203814,19.1826301536,19.0061923539,18.9297405217,18.9495113496,4993158.5,17784.1210938,4444784.5,17784.1210938,3924038.75,17784.1210938,3463163.0,17784.1210938,3069083.0,17784.1210938,ADM1,26,NGA,NGA-ADM1-2878026B50860076,NG-ON,Ondo,ADM1
27,10088.0703125,5081748.0,10088.0703125,4928489.0,10088.0703125,4777983.5,10088.0703125,4632398.0,10088.0703125,4494413.5,10088.0703125,4360740.0,10088.0703125,4231468.0,10088.0703125,4104390.75,10088.0703125,3750950.75,10088.0703125,3865175.25,10088.0703125,3979143.0,40283.4135437,40215.9280701,40283.4135437,40215.9280701,40283.4135437,40215.9280701,40283.4135437,40215.9280701,40283.4135437,40215.9280701,40283.4135437,40215.9280701,40283.4135437,40215.9280701,40283.4135437,40215.9280701,40283.4135437,40215.9280701,0.15580027916,0.13479081355,0.156569058353,0.1568338569,0.107204601659,0.147897212518,0.162875793606,0.160532166538,0.147345893167,101.477199994,96.9126673547,95.653682627,116.362047324,83.5560674892,89.3277370365,98.9935786343,94.3621287618,26.879977436,27.0538672697,26.7617954285,26.4859934369,26.3905265486,26.5033990495,26.6225061845,27.0591565232,410.662381833,410.668316344,408.336108592,405.851516751,403.366771206,401.27226355,77.9789380004,78.0220981601,77.935802134,78.0652825934,21.2349688694,21.3741785546,21.5362204563,21.7228415782,4762953.0,10087.6191406,4208465.0,10087.6191406,3687885.75,10087.6191406,3230631.0,10087.6191406,2841792.75,10087.6191406,ADM1,27,NGA,NGA-ADM1-2878026B59659634,NG-OG,Osun,ADM1
