,shapeGroup,shapeName,Precipitation,Temperature,Viirs_Average,Viirs_Cloud_Coverage_Count,Viirs_Cloud_Coverage_Sum,PM2.5AirPollution,OzoneAirPollution,Population,supprimer,Year
32,NGA,Fct,80.7636284995,26.9262422821,0.902386991993,36129.9068127,36079.5605803,28.6497322199,73.7031666683,2682167.0,9045.6796875,2013
33,NGA,Bayelsa,215.723485698,26.8193049079,1.38584057447,44172.6411133,44092.8007812,12.9568989703,66.7172116106,2042020.375,11028.9501953,2013
34,NGA,Enugu,126.286702188,27.1596429546,0.179936895968,35975.5406494,35909.4685059,24.3202084124,75.8563061254,3919523.0,9010.29980469,2013
35,NGA,Lagos,104.005871198,27.0853219679,2.57892485572,17805.9414062,17747.7207031,21.3504876797,78.8015327254,10871247.0,3939.39013672,2013
36,NGA,Ebonyi,145.09737829,27.2220351448,0.0340176683469,30603.7709885,30537.1996765,23.5954492121,72.9678525418,2754312.5,7667.50976562,2013
0,TGO,Savanes Region,73.1839807056,28.906193199,0.0111330034935,41289.6206055,41206.588623,30.0550601745,64.3404683467,927379.1875,10343.0,2013
1,TGO,Kara Region,90.6623555485,27.138858714,0.0163631143558,54639.9372559,54541.6936035,30.6904500987,74.1294692259,814188.625,13683.8808594,2013
2,TGO,Centrale Region,98.1739385893,26.4699815914,0.0083043096653,62702.7802734,62614.6816406,26.8700176214,78.4708920108,681157.5625,15697.7402344,2013
3,TGO,Plateaux Region,94.2902592117,26.7304813397,0.0088197593853,81204.9233398,81111.0595703,22.3983894826,74.9829909392,1480509.875,20303.1210938,2013
4,TGO,Maritime Region,78.7492617319,27.7133860698,0.299222940883,29811.8588867,29754.0991211,21.9320184922,71.7745043657,2773121.5,7441.43017578,2013
0,GIN,Boke,154.170135734,27.4816523324,0.0075794111414,163525.73877,163264.536804,32.2574159194,55.862363877,1063833.76562,40899.2285156,2013
1,GIN,Conakry,229.616666667,25.95,1.88631116756,2091.11010742,2069.2199707,28.781474688,57.7870184423,1572611.0,521.309997559,2013
2,GIN,Faranah,135.853425184,25.6625484108,0.000573759411146,170058.763674,169815.959845,32.2719799529,60.522321709,913935.263672,42573.0410156,2013
3,GIN,Kankan,146.811361466,26.1900650809,0.00316172583895,341635.41114,341378.612385,31.9152855374,61.6277042557,1896144.21543,85463.9520731,2013
4,GIN,Kindia,176.040336013,26.383331939,0.0113640693981,122010.748789,121834.621602,23.9094297223,56.8381068709,1519799.23783,30536.669209,2013
5,GIN,Labe,124.07432138,25.4209388348,0.00117261337305,108595.558685,108478.479031,29.4403244028,55.8228941834,983345.4375,27174.6796875,2013
6,GIN,Mamou,131.668674745,24.3461255266,0.00511972605576,84745.8813477,84633.0180664,24.3451611233,58.4438570464,722362.5625,21213.7402344,2013
7,GIN,Nzerekore,182.071796188,24.6633812681,0.00214786071343,173211.19751,172984.77417,20.9551556878,65.2470350886,1562856.05469,43359.2427979,2013
0,GNB,Bissau,,,0.652029011652,907.640014648,899.109985352,26.0065082107,51.5327348009,397179.375,116.940002441,2013
1,GNB,Bafatá,99.35936662096776,27.73923451588171,0.000365448342679,28729.609375,28655.7382812,31.8600117862,53.9315046506,219606.546875,7185.95996094,2013
2,GNB,Biombo,97.65,27.55,0.0154875117281,4124.53027344,4104.99023438,27.7245334268,51.2240958057,125251.882812,962.720031738,2013
3,GNB,Bolama,152.53126972310852,26.702564513571225,0.000153212499163,6588.20996094,6354.80029297,29.4549692294,51.7095231912,28749.9238281,1674.62011719,2013
4,GNB,Cacheu,97.33636682265144,27.55729552903624,0.000257438833506,24863.1408691,24800.880127,28.7248557285,49.9506526097,200401.8125,5920.04980469,2013
5,GNB,Gabu,100.8852828015108,27.49924019400236,0.000210952518888,43623.2373047,43534.1479492,37.0369125604,55.0259702759,225672.734375,10926.0996094,2013
6,GNB,Oio,96.74729950950716,27.69705111307985,0.0,27219.0585938,27163.9609375,30.302880888,51.3275069314,232544.9375,6590.5703125,2013
7,GNB,Quinara,147.50465384026896,27.524494241363858,0.0,15505.0791016,15454.0898438,28.4843726976,53.3175386475,61303.0078125,3545.59008789,2013
8,GNB,Tombali,157.890954168146,27.58257125386749,0.000700798477681,17728.8398438,17674.9199219,28.2286328883,54.5776043398,95505.3359375,4277.45996094,2013
0,LBR,Bomi,256.144379777,25.6727713189,0.00165634418732,9028.86035156,8992.41113281,30.6362249339,54.1562278453,88160.84375,2266.4699707,2013
1,LBR,Bong,190.140542847,25.6873063095,0.00206904825037,41117.24086,41027.2099304,18.5148354138,55.9609949164,354529.28125,10301.7304688,2013
2,LBR,Gbarpolu,191.334981053,25.5129875812,0.000104895945359,46506.1293359,46420.9919141,32.1271807413,56.3613038433,94618.234375,11647.7792969,2013
3,LBR,Grand Bassa,243.870212206,25.9888369735,0.00837073141616,37026.3112793,36940.5283203,17.0560796978,54.3120776937,234556.203125,9276.49023438,2013
4,LBR,Grand Cape Mount,235.091849624,25.8327379026,0.000197407287701,22337.7499962,22275.1886063,28.4840712544,55.2810781229,146026.09375,5598.35986328,2013
5,LBR,Grand Gedeh,178.717604721,26.4722577743,0.00108787786459,50590.9820557,50493.9277954,28.8164976291,55.2577326263,144638.4375,12672.2402344,2013
6,LBR,Grand Kru,239.319183302,25.451322395,0.0,18132.5195312,18088.46875,25.4572999377,53.1209175908,56675.0351562,4543.80029297,2013
7,LBR,Lofa,202.966249896,24.6542298332,0.000559673765653,46739.4282227,46639.9689941,26.484265942,60.0328940125,303986.96875,11709.4003906,2013
8,LBR,Margibi,238.810583502,26.2792623612,0.0475993370692,12089.640625,12036.0800781,17.3133053502,54.1058871849,241345.25,3035.7199707,2013
9,LBR,Maryland,230.3476523,25.3464121094,0.00293135943163,10707.5800781,10665.0400391,19.3131024937,53.1624207348,150637.640625,2687.77978516,2013
10,LBR,Montserrado,245.322754232,26.0598943529,0.166803803504,8797.63085938,8744.80957031,19.2873291536,53.775417294,1145189.125,2211.95996094,2013
11,LBR,Nimba,176.665941809,25.7994176884,0.00269797282684,53945.1479568,53842.318058,19.9586574481,57.1843136569,497301.34375,13511.9199219,2013
12,LBR,River Gee,214.777215856,25.7568011511,0.000181778746605,23811.3007812,23749.9902344,20.7270185675,54.0950710398,75175.859375,5967.86962891,2013
13,LBR,Rivercess,234.695512596,25.9728587854,2.92185495538e-05,26086.8789062,26022.6699219,12.2122870946,53.6534064493,80399.59375,6537.79052734,2013
14,LBR,Sinoe,259.948350585,25.6858186938,0.000454249766355,45472.8093262,45403.1600342,21.3968934529,53.0784142817,111072.039062,11385.8398438,2013
0,SLE,Southern,202.317095229,26.4761939433,0.00223489058616,95473.1290894,95291.2891541,21.7097068741,56.8558046133,1331908.5,23902.2480469,2013
1,SLE,Eastern,186.79692391,25.6974749305,0.00569292169888,74258.9509277,74137.6126709,23.6833996331,58.0997854624,1346037.625,18595.21875,2013
2,SLE,Western Area,195.075,26.8,0.315801780454,3275.56005859,3247.8203125,24.8563774716,58.1245958728,1108828.625,825.33996582,2013
3,SLE,Northern,175.728980386,26.4183473964,0.00724685011111,171057.810059,170863.036621,24.2224163383,58.9864364068,2026995.25,42796.2685547,2013
0,BEN,Alibori,86.13630754399578,28.853512725413065,0.00144521966404,126223.022202,126117.910782,30.666698851,58.0855059049,868999.5,31581.7382812,2013
1,BEN,Borgou,88.78182699590492,27.227777704378347,0.010796095929,123690.443886,123579.085693,30.5247072051,71.1522208557,1212093.4024,30949.8393841,2013
2,BEN,Atakora,76.64099214106614,28.058973168476196,0.00452583385859,99567.0976562,99463.8994141,29.9184846479,63.2162837376,838936.5625,24917.6191406,2013
3,BEN,Donga,87.15101044666422,26.86144807156893,0.00988224969448,51530.2109375,51461.6601562,33.2295678335,75.0373367055,540570.75,12900.7998047,2013
4,BEN,Collines,79.83446959888526,27.329030632894195,0.00518139808714,66975.7133789,66901.7185059,29.7020632178,76.9824997605,716317.75,16761.6796875,2013
5,BEN,Plateau,77.97311818087013,27.57692992744189,0.0179738376565,14658.9199219,14614.7001953,23.9320142554,75.0575423472,594482.6875,3675.25976562,2013
6,BEN,Zou,74.58454336353054,27.87482841478279,0.0336638369271,24505.7402344,24465.8007812,25.440909551,75.0508783496,852938.25,6136.90039062,2013
7,BEN,Kouffo,80.4995014927215,27.78843602286913,0.0192859975577,10071.4101562,10034.7597656,25.8251985777,74.1096467226,623743.0,2527.0,2013
8,BEN,Atlantique,77.83898809510016,27.777976190403592,0.219461659626,14682.4101562,14651.6904297,23.8116227815,72.6423441843,1248572.25,3563.2800293,2013
9,BEN,Littoral,,,10.3683365721,344.020019531,337.679992676,20.8691799173,71.8242695363,756699.375,87.5699996948,2013
10,BEN,Mono,77.98361581941238,27.85409604530476,0.0856813617279,9094.12011719,9057.91992188,22.9079769135,72.4889419173,606693.125,2219.43994141,2013
11,BEN,Ouémé,80.1309027448581,27.657638890570443,0.545621003844,6282.25,6256.91992188,24.6818155178,73.1346590215,1069060.5,1531.52001953,2013
0,BFA,Centre,74.2465801912,28.957118089,1.06880465475,13779.5595703,13734.6103516,28.1131844501,50.9501543178,2686635.75,3456.08007812,2013
1,BFA,Boucle du Mouhoun,67.7407350862,28.7227101577,0.00615500325372,165693.285156,165510.396362,28.4546302089,50.5288981251,1670186.95312,41458.2108154,2013
2,BFA,Cascades,100.979876054,27.8669179833,0.00616985336932,88442.5957031,88317.2412109,25.7809720373,60.7695671714,763681.5,22141.8398438,2013
3,BFA,Centre-Est,75.5188562241,29.0304678618,0.0121995397981,70294.0722656,70176.4904785,25.7083566794,55.2696304752,1392139.875,17552.0605469,2013
4,BFA,Centre-Nord,60.7289811842,29.2183825912,0.010231955433,94611.5498047,94502.6884766,31.9818145045,50.0761017125,1444094.75,23678.2011719,2013
5,BFA,Centre-Ouest,76.3749588433,28.4769075323,0.0148219163589,104415.443558,104272.144073,28.6401016864,53.4836710655,1432885.375,26139.640625,2013
6,BFA,Centre-Sud,80.7571569552,28.6548762249,0.00507739598627,55060.940918,54961.090332,26.9863050548,55.138537091,745202.4375,13727.9296875,2013
7,BFA,Est,69.0418676573,29.1591188322,0.00259352676123,223000.843321,222814.936029,27.8406186521,52.869914787,1561470.72656,55739.9174805,2013
8,BFA,Hauts-Bassins,87.6197228275,27.9050745479,0.038505109548,122370.064575,122217.230835,25.9039876258,54.8329377263,1902364.82812,30629.8486328,2013
9,BFA,Nord,63.8024369267,29.2290899991,0.00879357879519,78994.2802734,78891.5449219,34.0939052496,49.4158793897,1364362.125,19763.9707031,2013
10,BFA,Plateau Central,71.1008550932,28.8825965331,0.0097495527221,41304.8790283,41203.770752,27.2055171449,50.8619136355,801112.375,10351.0195312,2013
11,BFA,Sahel,51.6426667613,29.9117535978,0.00509778278053,174510.927002,174345.167725,37.1861302998,49.039305531,1191358.47656,43668.9382324,2013
12,BFA,Sud-Ouest,84.8141751986,27.7422089355,0.00439373715813,77838.2597046,77722.3005371,28.3761055876,61.4194749834,752607.625,19488.7089844,2013
0,CIV,Bas-Sassandra,132.148775374,26.11161875,0.036828817334,132830.353516,132690.60498,20.9657141061,55.6655410001,2212961.85938,33163.3708496,2013
1,CIV,Denguele,134.759218507,26.6060382957,0.0089756898002,98775.8881164,98643.3402209,26.504334318,65.5171415321,278248.71875,24727.109375,2013
2,CIV,District Autonome D'Abidjan,123.51678563,26.9295094528,3.29228100854,10088.9599609,10055.2207031,16.4368693039,57.7293940332,4582689.5,2476.86010742,2013
3,CIV,District Autonome De Yamoussoukro,82.4267403763,26.8305627056,0.743875916134,9782.2890625,9751.37988281,16.7312756743,63.4156223828,347594.78125,2441.89013672,2013
4,CIV,Goh-Djiboua,115.773728121,26.5129506205,0.107610729714,73843.7490234,73747.0512695,14.7255198301,58.9032027996,1561733.0,18456.4902344,2013
5,CIV,Lacs,81.613671333,27.2907270211,0.064748292178,123020.239785,122872.629795,16.5642163731,65.0331984982,1228308.35928,30703.3279591,2013
6,CIV,Montagnes,156.775642593,25.6482978797,0.0180188016467,144606.432617,144447.019287,19.7267886949,59.6488297721,2306070.64062,36177.1293945,2013
7,CIV,Sassandra-Marahoue,122.605258458,26.2005665661,0.0593411217492,112664.632812,112559.115234,20.0958756328,62.2128383969,2231856.25,28080.8203125,2013
8,CIV,Savanes,109.017918709,27.4276956389,0.0566361298977,190434.554688,190193.130493,28.49398575,65.7485863939,1554767.26367,47668.8128662,2013
9,CIV,Valle Du Bandama,89.1652591158,27.0206699659,0.0511594563245,133814.413982,133653.794477,24.0761563754,68.0521326296,1413900.04147,33457.6300297,2013
10,CIV,Woroba,122.534029584,26.1352891267,0.0127597433365,146744.408997,146548.888611,25.0169250656,65.8345857923,816557.40625,36735.8574219,2013
11,CIV,Zanzan,80.475233758,27.1132498045,0.012719743523,180864.632812,180700.786743,27.7629438259,70.4843541446,918992.0,45257.0087891,2013
12,CIV,Lagunes,100.297367325,27.017740292,0.0720766721839,96986.4418945,96829.5788574,16.2089449215,59.9992759295,1459471.5,24018.6601562,2013
13,CIV,Comoe,109.266221283,26.7888199878,0.0914690534471,65952.927002,65814.2583008,21.5049457777,62.5988390007,1168675.25,16165.6796875,2013
0,GMB,Central River,54.6435031183,29.0320010763,0.000719399155763,14416.9804688,14374.4794922,35.4826793487,46.2550327746,221832.3125,3615.08984375,2013
1,GMB,Western Division,91.9019230685,26.4197802146,0.229030533624,9083.49023438,9038.51953125,34.1311075277,46.5719281053,757088.875,2226.75,2013
2,GMB,Greater Banjul Area,95.1,26.2166666667,3.83933686851,410.130004883,404.270019531,34.8183493553,45.8600082397,304788.0625,93.6499938965,2013
3,GMB,North Bank Division,75.5768257805,27.2860265675,0.000410533312192,10405.2597656,10375.2802734,35.396645982,45.9306673306,216394.265625,2565.67993164,2013
4,GMB,Lower River,77.8517868361,27.5204587573,0.0,7221.90966797,7176.07958984,34.2305941831,46.3087474195,79589.09375,1796.34997559,2013
5,GMB,Upper River,70.1636835877,28.9559999192,0.00138895187517,9717.54003906,9687.109375,34.8332469089,47.6979787733,231922.40625,2436.98999023,2013
0,GHA,Western North Region,113.558851764,26.246744749,0.040083792807,48415.5773726,48332.4696474,25.2906263032,64.0061238372,762804.125,12124.8203125,2013
1,GHA,Ahafo Region,102.895496509,26.2690541253,0.0743315500193,23843.3386993,23783.2799072,20.2902258256,66.7574834662,496270.53125,5976.45019531,2013
2,GHA,Bono East Region,105.119463173,27.56922008,0.016420928569,109476.660156,109328.411621,26.7542499156,73.2376388993,960970.8125,26747.6083984,2013
3,GHA,Savannah Region,84.0860688907,28.00445002,0.00697465182636,166309.196838,166096.151855,29.3028823647,74.5796542277,550976.002441,41258.7102051,2013
4,GHA,North East Region,79.5714750369,28.733436545,0.0154778970523,44061.9291992,43937.3720703,28.0315021108,65.4373471981,531655.0,11046.0195312,2013
5,GHA,Oti Region,100.141488511,27.5536597414,0.00993477286118,52202.6530762,52095.5998535,26.148163252,76.6317944149,660235.4375,11775.7607422,2013
6,GHA,Western Region,133.919268159,26.5637970749,0.172805326955,65198.90625,65104.1123047,28.422810756,60.5598961633,1751681.25,16301.5595703,2013
7,GHA,Eastern Region,103.830934182,27.2574130473,0.115460555236,88038.8535156,87949.8291016,22.9012448889,67.7394689488,2781065.75,20454.9609375,2013
8,GHA,Northern Region,80.1360406423,28.4015767473,0.0449729240502,116424.214569,116227.612976,30.2187950847,73.8396136528,1654957.5625,29132.0406494,2013
9,GHA,Central Region,112.520824914,26.8459484547,0.257331287218,47173.230957,47075.5493164,25.8403823811,62.0629308888,2421128.25,11817.0195312,2013
10,GHA,Ashanti Region,118.622621186,26.6532265542,0.230067487194,115828.571777,115677.171387,25.7077470344,67.6485590198,5287767.91992,28953.5327148,2013
11,GHA,Bono Region,88.2694231847,26.7258200654,0.065926241105,55077.0378418,54983.8604431,24.719927771,69.4725582966,1001948.4375,13791.9091797,2013
12,GHA,Volta Region,92.7883441716,27.6132931463,0.132435785326,48727.7495117,48639.690918,22.1915724184,69.9199025813,1804877.0,11508.8994141,2013
13,GHA,Upper West Region,83.0766512237,27.8043466169,0.0171744491207,92748.0527344,92651.9287109,29.6857589185,63.4817144758,745050.3125,23210.0507812,2013
14,GHA,Upper East Region,81.9433700102,28.6830786159,0.0475770781286,41412.2705078,41322.171875,26.7410578202,61.5437473614,1088452.5,10371.6289062,2013
15,GHA,Greater Accra Region,45.9036078804,27.616879833,3.91807913485,15111.0205078,15063.4990234,23.3368823675,64.7007766976,4344791.5,3780.43017578,2013
0,SEN,Dakar,51.7666666667,25.6916666667,5.51660288356,2652.9699707,2630.57006836,37.7266704257,42.9245480414,2912967.25,668.719970703,2013
1,SEN,Diourbel,44.5244891035,28.0128148576,0.180225331663,23559.25,23508.7402344,50.2014823629,43.9101807123,1483429.375,5902.10009766,2013
2,SEN,Fatick,63.2283667942,27.5172372915,0.0136206715282,34071.4199219,33989.96875,40.3651582662,44.7624699825,734070.5,8382.390625,2013
3,SEN,Kaffrine,53.4322525738,28.8121866447,0.00344072769453,53347.9183044,53284.640686,38.6810925487,45.0423636768,562777.0625,13353.0400391,2013
4,SEN,Kaolack,64.3396755424,27.861365106,0.0485828519857,25420.5816345,25364.441864,38.0905917312,45.2180822269,950486.5625,6355.0703125,2013
5,SEN,Kolda,73.9500114287,28.5677523116,0.00780121545493,65986.8543261,65894.0700353,35.3408493709,50.2788243669,666143.5,16520.1308594,2013
6,SEN,Louga,37.1924320059,28.4966175822,0.00942926324508,124546.620117,124438.386719,52.1318957035,43.1091992671,886547.320312,31153.949707,2013
7,SEN,Matam,49.3672894795,29.9513164896,0.00205663431185,139906.9021,139774.453003,51.3351687512,44.4713182998,572061.65625,35009.3481445,2013
8,SEN,Saint Louis,26.5090440629,29.0593157433,0.0170961460813,92489.4511719,92351.5200577,57.5822230071,43.0264982953,879357.0625,23027.6015625,2013
9,SEN,Sedhiou,85.3218750517,27.713414789,0.00234421730414,35298.4012756,35246.5962219,31.6882299949,48.5315905894,454100.4375,8650.66015625,2013
10,SEN,Tambacounda,77.6968232159,29.7521988351,0.00179084345433,205512.263611,205316.099548,38.4025127665,46.8106205275,691119.131836,51426.8796387,2013
11,SEN,Thies,50.4759435014,26.633775973,0.187045217648,31942.222168,31870.5822144,42.1791042827,43.2979026049,1758073.75,8000.5,2013
12,SEN,Ziguinchor,112.627556456,26.5751894307,0.0132633219296,35323.1210938,35269.1289062,32.4336469118,48.0702130477,547420.0625,8553.96972656,2013
13,SEN,Kedougou,101.576480318,29.2056733505,0.00677657270768,80671.4182129,80554.9490967,35.4457698537,52.2882286844,153002.65625,20196.859375,2013
0,CPV,Boa Vista,,,0.0688078703088,3090.70996094,3073.0300293,37.0557197324,44.519560272,11073.6699219,776.079956055,2013
1,CPV,Brava,,,0.0711712613584,337.579986572,330.170013428,45.4866990875,42.1900291443,5202.97851562,85.6200027466,2013
2,CPV,Maio,,,0.0506786080601,1332.39990234,1320.82006836,55.7797479794,43.6708225662,6559.81347656,335.630004883,2013
3,CPV,Sal,,,0.713600010048,1086.7800293,1073.14001465,40.1543931683,44.9466201691,22799.0585938,275.040008545,2013
4,CPV,São Vicente,14.291666666666666,24.8,0.809637918649,1108.38000488,1095.40002441,40.3936878169,43.9657111106,73490.390625,280.229980469,2013
5,CPV,Ribeira Brava,,,0.0235347013813,1115.02001953,1096.43994141,37.1773225274,44.2650557777,6990.91796875,283.109985352,2013
6,CPV,Tarrafal de São Nicolau,14.291666666666666,24.8,0.0469897242026,808.930053711,793.059997559,38.9073712356,44.2175102645,5070.94335938,206.230010986,2013
7,CPV,Porto Novo,,,0.0338939125229,2749.69995117,2732.50976562,41.4607435685,43.9523467573,6421.79882812,691.679992676,2013
8,CPV,Ribeira Grande,,,0.0732380145341,866.199951172,856.380004883,41.0542159813,44.1510969664,19470.3808594,218.900009155,2013
9,CPV,Paul,,,0.121831685969,254.989990234,249.739990234,35.036881168,44.2191013582,16375.0957031,65.0099945068,2013
10,CPV,Mosteiros,,,0.0409837579737,411.25,405.960021973,44.6186073802,42.5300292969,6002.40136719,104.169998169,2013
11,CPV,Santa Catarina do Fogo,,,0.0652403603261,737.329956055,729.109985352,42.8022495387,42.4738118418,23622.203125,186.290008545,2013
12,CPV,São Filipe,,,0.0858741458018,1150.01000977,1140.23999023,44.173197639,42.4287838002,6755.70605469,290.0,2013
13,CPV,São Miguel,54.77499999999999,21.883333333333333,0.0935210683338,380.179992676,373.229980469,38.5576629121,43.4200630188,6804.42919922,96.7299957275,2013
14,CPV,Tarrafal,54.775,21.883333333333336,0.0856774856595,592.16003418,581.690002441,45.1324778829,43.4590431143,29435.7792969,150.439987183,2013
15,CPV,Santa Catarina,54.77499999999999,21.883333333333333,0.128948311262,1175.97998047,1161.98999023,42.400065934,43.3411537002,45282.7851562,297.200012207,2013
16,CPV,Santa Cruz,54.775,21.883333333333333,0.170833826326,545.270019531,537.08001709,53.4545115357,43.3611864253,9022.37695312,138.38999939,2013
17,CPV,São Salvador do Mundo,54.775,21.883333333333336,0.206231211229,126.840003967,123.709991455,40.2787851621,43.357302757,24281.21875,32.4500007629,2013
18,CPV,São Lourenço dos Órgãos,54.775,21.883333333333336,0.191963034605,189.209991455,185.329986572,50.736080198,43.3373012756,121128.421875,48.2600021362,2013
19,CPV,São Domingos,54.775,21.883333333333336,0.102008415049,718.060058594,706.83001709,51.6172564682,43.3149861017,14799.9960938,182.059997559,2013
20,CPV,Praia,,,3.91955068107,489.469970703,482.66998291,35.5677912154,43.2500267029,14381.4824219,124.020004272,2013
21,CPV,Ribeira Grande de Santiago,54.77499999999999,21.883333333333333,0.076128542067,703.540039062,694.140014648,40.6734821909,43.2534619535,11077.4335938,178.119995117,2013
