,shapeGroup,shapeName,Precipitation,Temperature,Viirs_Average,Viirs_Cloud_Coverage_Count,Viirs_Cloud_Coverage_Sum,Population,supprimer,CO2 concentration (in parts per million),Year,gpw_v4_rev11_count.2015.sum,gpw_v4_rev11_count.2015.count,gpw_v4_rev11_count.2020.sum,gpw_v4_rev11_count.2020.count
1,CPV,Brava,,,0.239624039527,337.579986572,330.170013428,4899.20751953,85.6200027466,405.824037439,2017,,,,
2,CPV,Maio,,,0.143584377431,1332.39990234,1320.82006836,6471.11083984,335.630004883,406.282146785,2017,,,,
3,CPV,Sal,,,0.924379859768,1086.7800293,1073.14001465,21790.0253906,275.040008545,405.931342022,2017,,,,
4,CPV,São Vicente,17.375,25.70833333333333,1.25550220323,1108.38000488,1095.40002441,77180.03125,280.229980469,405.494872526,2017,,,,
5,CPV,Ribeira Brava,,,0.0595020031467,1115.02001953,1096.43994141,7050.90136719,283.109985352,405.66272862,2017,,,,
6,CPV,Tarrafal de São Nicolau,17.375,25.70833333333333,0.0909682006503,808.930053711,793.059997559,4972.26660156,206.230010986,405.461216361,2017,,,,
7,CPV,Porto Novo,,,0.0741682082422,2749.69995117,2732.50976562,5986.35058594,691.679992676,405.370049858,2017,,,,
8,CPV,Ribeira Grande,,,0.157502600492,866.199951172,856.380004883,21607.3554688,218.900009155,405.175570905,2017,,,,
9,CPV,Paul,,,0.204141582343,254.989990234,249.739990234,16420.0429688,65.0099945068,405.392809899,2017,,,,
10,CPV,Mosteiros,,,0.108469472164,411.25,405.960021973,6105.92138672,104.169998169,406.058247653,2017,,,,
11,CPV,Santa Catarina do Fogo,,,0.120148650955,737.329956055,729.109985352,23823.5917969,186.290008545,406.282363617,2017,,,,
12,CPV,São Filipe,,,0.125112913537,1150.01000977,1140.23999023,6867.30175781,290.0,405.872550149,2017,,,,
13,CPV,São Miguel,58.22500000000001,23.041666666666664,0.245799710246,380.179992676,373.229980469,6719.09472656,96.7299957275,407.838341222,2017,,,,
14,CPV,Tarrafal,58.22500000000001,23.041666666666668,0.34329166988,592.16003418,581.690002441,36638.7851562,150.439987183,405.832332844,2017,,,,
15,CPV,Santa Catarina,58.22500000000001,23.041666666666664,0.203283769468,1175.97998047,1161.98999023,43099.5078125,297.200012207,407.2607559,2017,,,,
16,CPV,Santa Cruz,58.22500000000001,23.041666666666668,0.320779297597,545.270019531,537.08001709,9638.8359375,138.38999939,407.185954631,2017,,,,
17,CPV,São Salvador do Mundo,58.225,23.041666666666664,0.477279747589,126.840003967,123.709991455,26954.1855469,32.4500007629,407.834507603,2017,,,,
18,CPV,São Lourenço dos Órgãos,58.22500000000001,23.041666666666668,0.715627102967,189.209991455,185.329986572,124418.960938,48.2600021362,407.380781985,2017,,,,
19,CPV,São Domingos,58.225,23.041666666666664,0.160067308221,718.060058594,706.83001709,14539.5068359,182.059997559,407.13214228,2017,,,,
20,CPV,Praia,,,4.69749491847,489.469970703,482.66998291,14653.5742188,124.020004272,407.234415871,2017,,,,
21,CPV,Ribeira Grande de Santiago,58.22500000000001,23.041666666666664,0.149675873718,703.540039062,694.140014648,11050.1923828,178.119995117,407.728708235,2017,,,,
0,NER,Tahoua/Agadez,,,0.000977125323049,3576724.34024,3576171.26466,5081804.13779,894316.586426,407.422064827,2018,,,,
1,NER,Dossa,,,0.00481856550796,153317.480774,153183.13916,2453896.73828,38362.9892578,407.701944165,2018,,,,
2,NER,Niamey,,,4.97260329301,2285.75976562,2272.5300293,1143489.25,574.760009766,408.624400455,2018,,,,
3,NER,Tillaberi,,,0.0034415703287,438911.772186,438658.40625,3459105.74475,109791.139755,408.30935594,2018,,,,
4,NER,Maradi,,,0.00805651084485,190083.78787,189949.901815,4269926.0,47554.6605225,407.900815496,2018,,,,
5,NER,Zinder/Diffa,,,0.00380244375083,1426540.61473,1426156.47429,5539341.61535,356728.593674,406.922333351,2018,,,,
0,MLI,Bamako,,,13.3858951191,1188.15002441,1177.75,2928215.0,299.58001709,408.925695834,2018,,,,
1,MLI,Gao,,,0.00076071726344,872343.574287,872072.258995,832905.149185,218151.976103,407.78668188,2018,,,,
2,MLI,Kayes,,,0.00937438673161,590723.906067,590415.349152,2764228.33179,147429.001541,409.038105136,2018,,,,
3,MLI,Kidal,,,0.000473196719912,744464.852406,744184.012672,118574.855042,186188.27124,407.658019546,2018,,,,
4,MLI,Koulikouro,,,0.0274878133485,435992.194809,435670.566193,3961974.9082,109068.57489,408.764056199,2018,,,,
5,MLI,Mopti,,,0.00366221905316,383182.400848,382935.066254,2713974.70312,95817.2055664,408.890323919,2018,,,,
6,MLI,Segou,,,0.0115619941638,298759.081207,298542.653,3153555.29688,74742.4912109,407.395780883,2018,,,,
7,MLI,Sikasso,,,0.0134243617493,342550.523868,342236.320195,3766389.8125,85509.9804688,408.258147014,2018,,,,
8,MLI,Tombouctou,,,0.00042159698407,2486311.79001,2485819.48661,1001126.89609,621682.012207,408.054891077,2018,,,,
0,NGA,Sokoto,,,0.0250225896565,149187.070007,149014.309692,5358711.625,37295.7321777,408.314874647,2018,,,,
1,NGA,Gombe,,,0.034399732559,79216.0458984,79122.4003906,3174320.5,19716.21875,407.699979075,2018,,,,
2,NGA,Adamawa,,,0.0225299145023,189531.439209,189345.793457,4833726.0625,47373.6401367,408.030218171,2018,,,,
3,NGA,Zamfara,,,0.0192243492692,164158.659576,163997.339447,4723628.08618,41078.9839401,408.79371802,2018,,,,
4,NGA,Yobe,,,0.010638073872,219176.711444,219000.134273,3534083.25,54821.449707,406.956375001,2018,,,,
5,NGA,Borno,,,0.0139870251962,345107.815552,344886.331787,6355927.875,86305.8769531,407.726507802,2018,,,,
6,NGA,Akwa Ibom,,,0.731502842536,32265.0817871,32208.9008789,5787591.5,8041.05957031,405.66562928,2018,,,,
7,NGA,Bauchi,,,0.0123621849284,236385.909454,236158.149101,6813603.8125,59153.0102539,407.24929458,2018,,,,
8,NGA,Ogun,,,0.316452223419,78703.6812353,78560.2509718,6133353.0,19710.5097656,406.72887139,2018,,,,
9,NGA,Niger,,,0.0208617499076,337252.50153,336967.054863,5834212.19937,83771.5409384,408.57295601,2018,,,,
10,NGA,Anambra,,,0.334036314955,22220.3300781,22167.9589844,5735657.0,5567.49023438,408.654882506,2018,,,,
11,NGA,Kano,,,0.207318274717,96773.2001343,96640.0216675,13837201.0,24090.7304688,407.71466872,2018,,,,
12,NGA,Nasarawa,,,0.0328765650072,124333.999023,124193.588867,2608001.46875,31118.7509766,407.873701157,2018,,,,
13,NGA,Kebbi,,,0.0308392858203,177937.972656,177699.670898,4542519.90625,43823.9597168,408.585729736,2018,,,,
14,NGA,Kaduna,,,0.0734322664167,214478.190918,214284.410156,8894006.28125,53634.0571289,408.356771132,2018,,,,
15,NGA,Katsina,,,0.0656628169146,116188.556396,116044.496582,8327411.46875,29059.6501465,408.561349503,2018,,,,
16,NGA,Plateau,,,0.035807308683,123471.141479,123341.411255,4428068.75586,30900.0196533,407.459631623,2018,,,,
17,NGA,Edo,,,0.908572163993,92249.3896484,92129.1904297,4657218.5,23091.9199219,408.001704545,2018,,,,
18,NGA,Oyo,,,0.0756794283,130794.812538,130669.649815,8182526.6875,32720.4894905,407.010778998,2018,,,,
19,NGA,Jigawa,,,0.0510354575742,112368.411102,112180.990707,5945305.80469,28138.7783203,407.090280798,2018,,,,
20,NGA,Cross River,,,0.0212417888208,98984.2597656,98866.7001953,3748115.75,24732.8903809,404.540377631,2018,,,,
21,NGA,Taraba,,,0.00692832065769,277984.461258,277778.778625,3151663.21875,69547.1396484,408.295054896,2018,,,,
22,NGA,Rivers,,,4.68317025254,45543.1912231,45405.2705688,7512455.5,11378.0605469,407.107051096,2018,,,,
23,NGA,Ekiti,,,0.0796214496346,27346.0,27295.8378906,3505373.75,6848.85009766,409.140734992,2018,,,,
24,NGA,Benue,,,0.0225586766106,145346.890625,145208.359375,5920770.3125,36370.9980469,405.882519789,2018,,,,
25,NGA,Delta,,,4.90425976644,80008.6201172,79871.1279297,5912335.5,19947.0,407.892440921,2018,,,,
26,NGA,Ondo,,,0.0550573312502,71040.4816356,70923.8399315,4989229.0,17777.6425781,407.570886228,2018,,,,
27,NGA,Osun,,,0.1568338569,40283.4135437,40215.9280701,4777983.5,10088.0703125,408.336108592,2018,,,,
28,NGA,Kwara,,,0.0273962054019,158515.507614,158334.406174,3276845.80469,39616.2092896,407.607969452,2018,,,,
29,NGA,Imo,,,0.767907349293,24179.6308594,24137.8984375,5680415.5,6055.16992188,407.837597098,2018,,,,
30,NGA,Kogi,,,0.0339312808187,137024.175293,136866.321777,4486760.45312,34280.1601562,408.61412096,2018,,,,
31,NGA,Abia,,,0.184803215008,22611.8393555,22544.0698242,3988323.0,5669.9296875,406.64436597,2018,,,,
32,NGA,Fct,,,0.843996442799,36129.9068127,36079.5605803,4121548.5,9045.6796875,408.311816311,2018,,,,
33,NGA,Bayelsa,,,2.76415323307,44172.6411133,44092.8007812,2391412.5,11028.9501953,407.084513251,2018,,,,
34,NGA,Enugu,,,0.100684673164,35975.5406494,35909.4685059,4499231.5,9010.29980469,409.303652573,2018,,,,
35,NGA,Lagos,,,3.43190790731,17805.9414062,17747.7207031,12690075.0,3939.39013672,406.468204076,2018,,,,
36,NGA,Ebonyi,,,0.0664338708994,30603.7709885,30537.1996765,3152097.5,7667.50976562,405.874769577,2018,,,,
0,TGO,Savanes Region,,,0.0396485462663,41289.6206055,41206.588623,1116856.375,10343.0,407.59485764,2018,,,,
1,TGO,Kara Region,,,0.0387619549859,54639.9372559,54541.6936035,913192.3125,13683.8808594,409.262692103,2018,,,,
2,TGO,Centrale Region,,,0.0203246006514,62702.7802734,62614.6816406,795371.75,15697.7402344,409.069423828,2018,,,,
3,TGO,Plateaux Region,,,0.0236907707062,81204.9233398,81111.0595703,1699835.25,20303.1210938,406.447950053,2018,,,,
4,TGO,Maritime Region,,,0.561683295211,29811.8588867,29754.0991211,3449817.0,7441.43017578,402.919288419,2018,,,,
0,GIN,Boke,,,0.028317580666,163525.73877,163264.536804,1177771.1875,40899.2285156,409.752617509,2018,,,,
1,GIN,Conakry,,,4.24903957837,2091.11010742,2069.2199707,1783019.75,521.309997559,410.730081158,2018,,,,
2,GIN,Faranah,,,0.000782685621613,170058.763674,169815.959845,1034678.16455,42573.0410156,408.509791264,2018,,,,
3,GIN,Kankan,,,0.00448435179336,341635.41114,341378.612385,2318142.87462,85463.9520731,408.986407682,2018,,,,
4,GIN,Kindia,,,0.0294543451134,122010.748789,121834.621602,1877227.7826,30536.669209,409.673753502,2018,,,,
5,GIN,Labe,,,0.00316059725071,108595.558685,108478.479031,1049299.875,27174.6796875,408.926596182,2018,,,,
6,GIN,Mamou,,,0.0108250018028,84745.8813477,84633.0180664,761848.625,21213.7402344,408.544781356,2018,,,,
7,GIN,Nzerekore,,,0.00190807536896,173211.19751,172984.77417,1667751.09375,43359.2427979,407.752044975,2018,,,,
0,GNB,Bissau,,,1.12504782209,907.640014648,899.109985352,475363.6875,116.940002441,404.942571133,2018,,,,
1,GNB,Bafatá,,,0.0010921385975,28729.609375,28655.7382812,240826.359375,7185.95996094,408.968879603,2018,,,,
2,GNB,Biombo,,,0.0524414986833,4124.53027344,4104.99023438,142128.109375,962.720031738,402.892754331,2018,,,,
3,GNB,Bolama,,,0.00255403150642,6588.20996094,6354.80029297,30028.3769531,1674.62011719,405.245391633,2018,,,,
4,GNB,Cacheu,,,0.00101239043155,24863.1408691,24800.880127,215159.625,5920.04980469,404.593803642,2018,,,,
5,GNB,Gabu,,,0.000677334657916,43623.2373047,43534.1479492,255038.046875,10926.0996094,409.891912835,2018,,,,
6,GNB,Oio,,,0.000849181422035,27219.0585938,27163.9609375,255348.375,6590.5703125,408.315439062,2018,,,,
7,GNB,Quinara,,,0.00144104953665,15505.0791016,15454.0898438,68283.0625,3545.59008789,408.823597457,2018,,,,
8,GNB,Tombali,,,0.00089445385704,17728.8398438,17674.9199219,102646.664062,4277.45996094,409.157254715,2018,,,,
0,LBR,Bomi,,,0.000565881746577,9028.86035156,8992.41113281,92981.4453125,2266.4699707,406.732690183,2018,,,,
1,LBR,Bong,,,0.00209062876802,41117.24086,41027.2099304,374676.8125,10301.7304688,405.879818473,2018,,,,
2,LBR,Gbarpolu,,,0.0,46506.1293359,46420.9919141,105930.304688,11647.7792969,407.277761048,2018,,,,
3,LBR,Grand Bassa,,,0.0101617423663,37026.3112793,36940.5283203,251244.25,9276.49023438,405.94752129,2018,,,,
4,LBR,Grand Cape Mount,,,0.00466628627999,22337.7499962,22275.1886063,160351.5,5598.35986328,406.781286627,2018,,,,
5,LBR,Grand Gedeh,,,0.000965455913256,50590.9820557,50493.9277954,166852.109375,12672.2402344,406.335830773,2018,,,,
6,LBR,Grand Kru,,,0.0,18132.5195312,18088.46875,55910.5820312,4543.80029297,405.695066866,2018,,,,
7,LBR,Lofa,,,0.0,46739.4282227,46639.9689941,324475.84375,11709.4003906,406.591822135,2018,,,,
8,LBR,Margibi,,,0.0494644621592,12089.640625,12036.0800781,261292.171875,3035.7199707,406.431123156,2018,,,,
9,LBR,Maryland,,,0.0055654732743,10707.5800781,10665.0400391,173182.875,2687.77978516,406.435955674,2018,,,,
10,LBR,Montserrado,,,0.253317011206,8797.63085938,8744.80957031,1354940.25,2211.95996094,406.665963165,2018,,,,
11,LBR,Nimba,,,0.00439734211026,53945.1479568,53842.318058,538656.375,13511.9199219,406.416499274,2018,,,,
12,LBR,River Gee,,,0.00221909761777,23811.3007812,23749.9902344,83876.578125,5967.86962891,407.516500645,2018,,,,
13,LBR,Rivercess,,,0.0,26086.8789062,26022.6699219,91582.1796875,6537.79052734,406.418601805,2018,,,,
14,LBR,Sinoe,,,0.000305846740447,45472.8093262,45403.1600342,122438.9375,11385.8398438,406.279250339,2018,,,,
0,SLE,Southern,,,0.00427137421915,95473.1290894,95291.2891541,1499907.5,23902.2480469,406.719002838,2018,,,,
1,SLE,Eastern,,,0.00558145779162,74258.9509277,74137.6126709,1451154.25,18595.21875,407.070945442,2018,,,,
2,SLE,Western Area,,,0.67503806751,3275.56005859,3247.8203125,1283593.75,825.33996582,408.014127414,2018,,,,
3,SLE,Northern,,,0.00567972001593,171057.810059,170863.036621,2209332.40625,42796.2685547,408.171181431,2018,,,,
0,BEN,Alibori,,,0.00372350392742,126223.022202,126117.910782,1097120.75,31581.7382812,409.186470861,2018,,,,
1,BEN,Borgou,,,0.0251237918658,123690.443886,123579.085693,1540599.27063,30949.8393841,406.874821354,2018,,,,
2,BEN,Atakora,,,0.00648511232071,99567.0976562,99463.8994141,981210.0625,24917.6191406,408.132123924,2018,,,,
3,BEN,Donga,,,0.0168526251542,51530.2109375,51461.6601562,661042.0,12900.7998047,408.057768563,2018,,,,
4,BEN,Collines,,,0.010573827778,66975.7133789,66901.7185059,819315.125,16761.6796875,408.414301877,2018,,,,
5,BEN,Plateau,,,0.064794327063,14658.9199219,14614.7001953,720486.0625,3675.25976562,408.265996032,2018,,,,
6,BEN,Zou,,,0.054757363925,24505.7402344,24465.8007812,1003083.0625,6136.90039062,407.76649941,2018,,,,
7,BEN,Kouffo,,,0.0361728153508,10071.4101562,10034.7597656,734902.75,2527.0,405.809450949,2018,,,,
8,BEN,Atlantique,,,0.410387447963,14682.4101562,14651.6904297,1645527.875,3563.2800293,405.843623402,2018,,,,
9,BEN,Littoral,,,14.1392544464,344.020019531,337.679992676,795073.375,87.5699996948,407.369178827,2018,,,,
10,BEN,Mono,,,0.128297524079,9094.12011719,9057.91992188,700888.5625,2219.43994141,403.335011821,2018,,,,
11,BEN,Ouémé,,,0.713577389315,6282.25,6256.91992188,1297468.75,1531.52001953,407.520218201,2018,,,,
0,BFA,Centre,,,1.23688178579,13779.5595703,13734.6103516,3705352.0,3456.08007812,408.868433742,2018,,,,
1,BFA,Boucle du Mouhoun,,,0.0105329527077,165693.285156,165510.396362,1857363.14453,41458.2108154,409.245565067,2018,,,,
2,BFA,Cascades,,,0.010779092963,88442.5957031,88317.2412109,1012342.625,22141.8398438,408.224056375,2018,,,,
3,BFA,Centre-Est,,,0.0198868658387,70294.0722656,70176.4904785,1621397.0,17552.0605469,406.423276066,2018,,,,
4,BFA,Centre-Nord,,,0.0194527820685,94611.5498047,94502.6884766,1647458.5,23678.2011719,408.137558525,2018,,,,
5,BFA,Centre-Ouest,,,0.0152167826881,104415.443558,104272.144073,1626429.75,26139.640625,408.181741861,2018,,,,
6,BFA,Centre-Sud,,,0.0103607639332,55060.940918,54961.090332,838414.0625,13727.9296875,407.978707964,2018,,,,
7,BFA,Est,,,0.00581412146824,223000.843321,222814.936029,1882088.59375,55739.9174805,408.099260727,2018,,,,
8,BFA,Hauts-Bassins,,,0.0457915185612,122370.064575,122217.230835,2297827.95312,30629.8486328,407.800703702,2018,,,,
9,BFA,Nord,,,0.017648489936,78994.2802734,78891.5449219,1527192.25,19763.9707031,407.798289882,2018,,,,
10,BFA,Plateau Central,,,0.0157942313761,41304.8790283,41203.770752,886531.875,10351.0195312,408.283450778,2018,,,,
11,BFA,Sahel,,,0.00672006907816,174510.927002,174345.167725,1399648.79688,43668.9382324,408.217864488,2018,,,,
12,BFA,Sud-Ouest,,,0.00928148224336,77838.2597046,77722.3005371,876330.5,19488.7089844,408.49930551,2018,,,,
0,CIV,Bas-Sassandra,,,0.0615846123912,132830.353516,132690.60498,2545497.26562,33163.3708496,407.982426079,2018,,,,
1,CIV,Denguele,,,0.0586081744603,98775.8881164,98643.3402209,318407.25,24727.109375,409.097094734,2018,,,,
2,CIV,District Autonome D'Abidjan,,,5.00895627217,10088.9599609,10055.2207031,5204258.0,2476.86010742,407.132309475,2018,,,,
3,CIV,District Autonome De Yamoussoukro,,,0.970234037291,9782.2890625,9751.37988281,389510.0625,2441.89013672,408.140261665,2018,,,,
4,CIV,Goh-Djiboua,,,0.135009471348,73843.7490234,73747.0512695,1796032.75,18456.4902344,406.523602624,2018,,,,
5,CIV,Lacs,,,0.101880691435,123020.239785,122872.629795,1392330.32172,30703.3279591,408.631064365,2018,,,,
6,CIV,Montagnes,,,0.0420450733136,144606.432617,144447.019287,2693410.71875,36177.1293945,408.935115674,2018,,,,
7,CIV,Sassandra-Marahoue,,,0.0805516876715,112664.632812,112559.115234,2570536.25,28080.8203125,407.208039435,2018,,,,
8,CIV,Savanes,,,0.12867232935,190434.554688,190193.130493,1846736.90039,47668.8128662,408.791423241,2018,,,,
9,CIV,Valle Du Bandama,,,0.113529835159,133814.413982,133653.794477,1554937.96147,33457.6300297,408.150816889,2018,,,,
10,CIV,Woroba,,,0.0454947929966,146744.408997,146548.888611,957385.84375,36735.8574219,408.815484819,2018,,,,
11,CIV,Zanzan,,,0.0385164910761,180864.632812,180700.786743,1017100.21875,45257.0087891,408.915373082,2018,,,,
12,CIV,Lagunes,,,0.0991672799524,96986.4418945,96829.5788574,1591424.75,24018.6601562,407.23437447,2018,,,,
13,CIV,Comoe,,,0.182756319758,65952.927002,65814.2583008,1281761.0,16165.6796875,407.088440005,2018,,,,
0,GMB,Central River,,,0.00101975008502,14416.9804688,14374.4794922,246360.5625,3615.08984375,404.237356795,2018,,,,
1,GMB,Western Division,,,0.25498297439,9083.49023438,9038.51953125,1014849.375,2226.75,404.242308527,2018,,,,
2,GMB,Greater Banjul Area,,,3.31592103384,410.130004883,404.270019531,322921.25,93.6499938965,406.315343492,2018,,,,
3,GMB,North Bank Division,,,0.00764893083522,10405.2597656,10375.2802734,246046.15625,2565.67993164,403.321634781,2018,,,,
4,GMB,Lower River,,,0.00516999207191,7221.90966797,7176.07958984,85716.40625,1796.34997559,404.724215847,2018,,,,
5,GMB,Upper River,,,0.00705075924097,9717.54003906,9687.109375,266268.625,2436.98999023,408.407520436,2018,,,,
0,GHA,Western North Region,,,0.0738247164623,48415.5773726,48332.4696474,818179.0625,12124.8203125,406.813808283,2018,,,,
1,GHA,Ahafo Region,,,0.178297564533,23843.3386993,23783.2799072,558553.25,5976.45019531,406.408818669,2018,,,,
2,GHA,Bono East Region,,,0.0545261752218,109476.660156,109328.411621,1100703.48438,26747.6083984,406.168415849,2018,,,,
3,GHA,Savannah Region,,,0.0187512094262,166309.196838,166096.151855,631354.837891,41258.7102051,407.389074337,2018,,,,
4,GHA,North East Region,,,0.0423838862088,44061.9291992,43937.3720703,628211.0,11046.0195312,407.770017463,2018,,,,
5,GHA,Oti Region,,,0.0477660982003,52202.6530762,52095.5998535,749646.4375,11775.7607422,407.267678518,2018,,,,
6,GHA,Western Region,,,0.330581360034,65198.90625,65104.1123047,2034833.125,16301.5595703,405.600252518,2018,,,,
7,GHA,Eastern Region,,,0.272483986243,88038.8535156,87949.8291016,3145667.25,20454.9609375,406.00385935,2018,,,,
8,GHA,Northern Region,,,0.101294157185,116424.214569,116227.612976,1964978.81836,29132.0406494,408.507898996,2018,,,,
9,GHA,Central Region,,,0.536349476106,47173.230957,47075.5493164,2799645.5,11817.0195312,405.486683044,2018,,,,
10,GHA,Ashanti Region,,,0.395464642572,115828.571777,115677.171387,6296754.70312,28953.5327148,405.575681863,2018,,,,
11,GHA,Bono Region,,,0.141753491264,55077.0378418,54983.8604431,1123637.875,13791.9091797,406.931048197,2018,,,,
12,GHA,Volta Region,,,0.349490810183,48727.7495117,48639.690918,2084323.75,11508.8994141,404.51527996,2018,,,,
13,GHA,Upper West Region,,,0.0696594432596,92748.0527344,92651.9287109,827833.0,23210.0507812,407.242012217,2018,,,,
14,GHA,Upper East Region,,,0.145690206827,41412.2705078,41322.171875,1164536.5,10371.6289062,407.076041174,2018,,,,
15,GHA,Greater Accra Region,,,6.43571381313,15111.0205078,15063.4990234,5163524.0,3780.43017578,404.534053898,2018,,,,
0,SEN,Dakar,,,8.14216746274,2652.9699707,2630.57006836,3368609.0,668.719970703,405.891548999,2018,,,,
1,SEN,Diourbel,,,0.246078134558,23559.25,23508.7402344,1710208.75,5902.10009766,408.707938303,2018,,,,
2,SEN,Fatick,,,0.0250512415358,34071.4199219,33989.96875,849267.0,8382.390625,407.833869533,2018,,,,
3,SEN,Kaffrine,,,0.00708214294825,53347.9183044,53284.640686,647335.375,13353.0400391,405.812342179,2018,,,,
4,SEN,Kaolack,,,0.0734832016892,25420.5816345,25364.441864,1096966.5,6355.0703125,407.416480612,2018,,,,
5,SEN,Kolda,,,0.00573141374073,65986.8543261,65894.0700353,767828.25,16520.1308594,407.485714653,2018,,,,
6,SEN,Louga,,,0.0171742953974,124546.620117,124438.386719,1025448.66406,31153.949707,407.106085812,2018,,,,
7,SEN,Matam,,,0.00505701550528,139906.9021,139774.453003,660881.6875,35009.3481445,407.528011909,2018,,,,
8,SEN,Saint Louis,,,0.0300814972036,92489.4511719,92351.5200577,1015518.9375,23027.6015625,407.627200289,2018,,,,
9,SEN,Sedhiou,,,0.00488888571596,35298.4012756,35246.5962219,523986.625,8650.66015625,408.547799743,2018,,,,
10,SEN,Tambacounda,,,0.0027936700345,205512.263611,205316.099548,798064.694336,51426.8796387,409.092369363,2018,,,,
11,SEN,Thies,,,0.410073526277,31942.222168,31870.5822144,2031912.375,8000.5,407.250326608,2018,,,,
12,SEN,Ziguinchor,,,0.018210859464,35323.1210938,35269.1289062,631087.0,8553.96972656,404.665069264,2018,,,,
13,SEN,Kedougou,,,0.0139464796108,80671.4182129,80554.9490967,176737.46875,20196.859375,409.26368826,2018,,,,
0,CPV,Boa Vista,,,0.144218830067,3090.70996094,3073.0300293,16408.5351562,776.079956055,406.69594696,2018,,,,
1,CPV,Brava,,,0.214211286599,337.579986572,330.170013428,4910.51171875,85.6200027466,406.886334737,2018,,,,
2,CPV,Maio,,,0.13554576437,1332.39990234,1320.82006836,6469.12646484,335.630004883,408.678882517,2018,,,,
3,CPV,Sal,,,0.980660129926,1086.7800293,1073.14001465,21563.2734375,275.040008545,406.448942233,2018,,,,
4,CPV,São Vicente,,,1.39856732119,1108.38000488,1095.40002441,78216.546875,280.229980469,408.836381906,2018,,,,
5,CPV,Ribeira Brava,,,0.076297487766,1115.02001953,1096.43994141,7094.74560547,283.109985352,408.102388676,2018,,,,
6,CPV,Tarrafal de São Nicolau,,,0.102177342683,808.930053711,793.059997559,4958.21679688,206.230010986,407.127647278,2018,,,,
7,CPV,Porto Novo,,,0.0893950706562,2749.69995117,2732.50976562,5897.08886719,691.679992676,410.222466635,2018,,,,
8,CPV,Ribeira Grande,,,0.164700004228,866.199951172,856.380004883,22328.8164062,218.900009155,409.372467565,2018,,,,
9,CPV,Paul,,,0.225727892195,254.989990234,249.739990234,16295.0410156,65.0099945068,408.760546789,2018,,,,
10,CPV,Mosteiros,,,0.207437865929,411.25,405.960021973,6101.23925781,104.169998169,407.05387711,2018,,,,
11,CPV,Santa Catarina do Fogo,,,0.120418028541,737.329956055,729.109985352,24234.8046875,186.290008545,407.417756342,2018,,,,
12,CPV,São Filipe,,,0.203765387448,1150.01000977,1140.23999023,6585.84960938,290.0,407.389837899,2018,,,,
13,CPV,São Miguel,,,0.258537991527,380.179992676,373.229980469,6642.50244141,96.7299957275,409.46079892,2018,,,,
14,CPV,Tarrafal,,,0.407720099311,592.16003418,581.690002441,38792.8398438,150.439987183,409.206524396,2018,,,,
15,CPV,Santa Catarina,,,0.198758975907,1175.97998047,1161.98999023,42924.1523438,297.200012207,408.879203583,2018,,,,
16,CPV,Santa Cruz,,,0.34031028557,545.270019531,537.08001709,9423.28125,138.38999939,408.301397864,2018,,,,
17,CPV,São Salvador do Mundo,,,0.453693095867,126.840003967,123.709991455,27166.8417969,32.4500007629,408.669092372,2018,,,,
18,CPV,São Lourenço dos Órgãos,,,0.571748636944,189.209991455,185.329986572,125859.65625,48.2600021362,408.29545833,2018,,,,
19,CPV,São Domingos,,,0.232674979691,718.060058594,706.83001709,14720.375,182.059997559,408.00146693,2018,,,,
20,CPV,Praia,,,4.67127033204,489.469970703,482.66998291,14684.1669922,124.020004272,409.590918517,2018,,,,
21,CPV,Ribeira Grande de Santiago,,,0.178330558306,703.540039062,694.140014648,11218.7148438,178.119995117,408.521980818,2018,,,,
0,NER,Tahoua/Agadez,,,0.00107068953793,3576724.34024,3576171.26466,5346835.36522,894316.586426,409.326505083,2019,,,,
1,NER,Dossa,,,0.00486637397455,153317.480774,153183.13916,2523387.125,38362.9892578,410.262548613,2019,,,,
2,NER,Niamey,,,6.14349408996,2285.75976562,2272.5300293,1170624.5,574.760009766,411.157221414,2019,,,,
3,NER,Tillaberi,,,0.00404108683823,438911.772186,438658.40625,3599399.39294,109791.139755,410.066782812,2019,,,,
4,NER,Maradi,,,0.00801004406544,190083.78787,189949.901815,4439024.03125,47554.6605225,410.380227643,2019,,,,
5,NER,Zinder/Diffa,,,0.00357442418785,1426540.61473,1426156.47429,5821545.32327,356728.593674,409.79610993,2019,,,,
0,MLI,Bamako,,,14.0589157183,1188.15002441,1177.75,3107784.0,299.58001709,410.5932829,2019,,,,
1,MLI,Gao,,,0.000836409056308,872343.574287,872072.258995,877549.813423,218151.976103,409.760736999,2019,,,,
2,MLI,Kayes,,,0.0100662018746,590723.906067,590415.349152,2869051.94409,147429.001541,410.562671711,2019,,,,
3,MLI,Kidal,,,0.000593952062187,744464.852406,744184.012672,126677.506622,186188.27124,409.512360142,2019,,,,
4,MLI,Koulikouro,,,0.030013822975,435992.194809,435670.566193,4214325.49414,109068.57489,410.028291213,2019,,,,
5,MLI,Mopti,,,0.00355714651534,383182.400848,382935.066254,2805077.10938,95817.2055664,409.978391954,2019,,,,
6,MLI,Segou,,,0.0116311838033,298759.081207,298542.653,3262870.15625,74742.4912109,410.43400743,2019,,,,
7,MLI,Sikasso,,,0.0137545523891,342550.523868,342236.320195,3925151.76562,85509.9804688,410.502248253,2019,,,,
